"route_id","schedule_date","car_type","route_distance_km","route_minutes","total_orders"
"569960","2019-07-02 08:00:00","Particular","62.134","496.08","55"
"569970","2019-07-02 08:00:00","Fiorino S.C.","124.006","837.72","92"
"569980","2019-07-02 08:00:00","Fiorino Sr","76.173","717.95","84"
"569990","2019-07-02 08:00:00","Particular","58.778","523.87","66"
"570000","2019-07-02 08:00:00","Fiorino","149.724","828.48","85"
"570010","2019-07-02 08:00:00","Particular","112.677","456.43","40"
"570020","2019-07-02 08:00:00","Particular","53.718","385.5","45"
"570030","2019-07-02 08:00:00","Particular","50.498","344.78","41"
"570040","2019-07-02 08:00:00","Particular","43.994","359.22","50"
"570050","2019-07-02 08:00:00","Particular","150.230","616.95","51"
"570060","2019-07-02 08:00:00","Fiorino Sr","54.841","537.4","72"
"570070","2019-07-02 08:00:00","Particular","41.671","337.98","45"
"570080","2019-07-02 08:00:00","Particular","42.005","403.28","51"
"570090","2019-07-02 08:00:00","Particular","89.678","479.13","51"
"570100","2019-07-02 08:00:00","Particular","57.033","405.68","47"
"570110","2019-07-02 08:00:00","Fiorino Sr","39.046","509.92","70"
"570120","2019-07-02 08:00:00","Particular","33.016","379.55","55"
"570130","2019-07-02 08:00:00","Particular","65.783","439.58","45"
"570140","2019-07-02 08:00:00","Particular","40.648","344.02","45"
"570150","2019-07-02 08:00:00","Fiorino Sr","50.492","447.95","59"
"570160","2019-07-02 08:00:00","Particular","54.072","407.42","43"
"570170","2019-07-02 08:00:00","Particular","301.699","541.98","25"
"570180","2019-07-02 08:00:00","Particular","109.403","562.83","55"
"570190","2019-07-02 08:00:00","Particular","38.423","338.48","42"
"570200","2019-07-02 08:00:00","Particular","123.243","513.78","41"
"570210","2019-07-02 08:00:00","Particular","250.156","597.33","48"
"570220","2019-07-02 08:00:00","Particular","54.070","423.27","48"
"570230","2019-07-02 08:00:00","Particular","56.518","397.83","45"
"570240","2019-07-02 08:00:00","Particular","67.641","434.02","47"
"570250","2019-07-02 08:00:00","Particular","256.257","515.72","40"
"570260","2019-07-02 08:00:00","Particular","101.612","479.62","43"
"570270","2019-07-02 08:00:00","Fiorino","35.778","261.38","31"
"570280","2019-07-02 08:00:00","Particular","62.794","466.52","59"
"570290","2019-07-02 08:00:00","Particular","122.973","476.48","34"
"570300","2019-07-02 08:00:00","Particular","53.095","403.13","41"
"570310","2019-07-02 08:00:00","Particular","92.676","439.47","40"
"570320","2019-07-02 08:00:00","Particular","80.433","500.28","53"
"570330","2019-07-02 08:00:00","Particular","97.770","509.13","43"
"570340","2019-07-02 08:00:00","Particular","74.500","349.77","32"
"570350","2019-07-02 08:00:00","Particular","89.942","544.72","52"
"570360","2019-07-02 08:00:00","Fiorino Sr","112.369","646.27","66"
"570370","2019-07-02 08:00:00","Particular","56.092","466.22","53"
"570380","2019-07-02 08:00:00","Particular","45.331","345.28","40"
"570390","2019-07-02 08:00:00","Moto","51.975","119.83","6"
"570400","2019-07-02 08:00:00","Próprio","82.824","255.52","7"
"570410","2019-07-02 08:00:00","Particular","69.420","383.93","35"
"570420","2019-07-02 08:00:00","Particular","160.334","574.28","39"
"570430","2019-07-02 08:00:00","Particular","73.758","384.08","34"
"570440","2019-07-02 08:00:00","Particular","105.728","485.48","29"
"570450","2019-07-02 08:00:00","Particular","62.670","331.35","29"
"570460","2019-07-02 08:00:00","Particular","55.841","330.75","32"
"570470","2019-07-02 08:00:00","Particular","86.251","434.78","31"
"570480","2019-07-02 08:00:00","Fiorino","75.571","408.53","43"
"570490","2019-07-02 08:00:00","Fiorino S.C.","46.564","355.73","42"
"570500","2019-07-02 08:00:00","Fiorino","61.435","338.25","31"
"570510","2019-07-02 08:00:00","Particular","160.290","665.37","41"
"570520","2019-07-02 08:00:00","Particular","90.609","417.78","32"
"570530","2019-07-02 08:00:00","Bloqueado","76.537","375.52","34"
"570540","2019-07-02 08:00:00","Fiorino S.C.","82.885","466.12","45"
"570550","2019-07-02 08:00:00","Fiorino Sr","99.919","466.6","37"
"570560","2019-07-02 08:00:00","Particular","71.616","429.67","41"
"570570","2019-07-02 08:00:00","Particular","70.930","393.93","37"
"570580","2019-07-02 08:00:00","Particular","58.072","348.72","38"
"570660","2019-07-02 13:00:00","Moto","80.835","172.78","7"
"570670","2019-07-02 13:00:00","Moto","57.803","132.07","6"
"570680","2019-07-02 13:00:00","Moto","50.940","132.92","10"
"570690","2019-07-02 13:00:00","Moto","45.477","115.64","9"
"570700","2019-07-02 13:00:00","Moto","29.078","78.77","7"
"570710","2019-07-02 15:45:00","Moto","22.750","85.33","10"
"570720","2019-07-02 15:45:00","Moto","65.303","152.07","7"
"570730","2019-07-02 15:45:00","Moto","56.765","133.84","7"
"570740","2019-07-02 15:45:00","Moto","39.266","107.37","7"
"570750","2019-07-02 15:45:00","Moto","37.768","75.36","4"
"570760","2019-07-02 15:45:00","Moto","20.531","57.37","4"
"570770","2019-07-02 15:45:00","Moto","64.507","117.01","4"
"570780","2019-07-02 15:45:00","Moto","98.640","193.52","7"
"570790","2019-07-02 15:45:00","Moto","56.757","130.68","7"
"570800","2019-07-02 15:45:00","Moto","204.225","357.3","8"
"570810","2019-07-02 15:45:00","Moto","146.736","300.65","12"
"570820","2019-07-02 15:45:00","Moto","122.402","340.47","19"
"570830","2019-07-02 15:45:00","Moto","62.679","148.57","9"
"570840","2019-07-02 15:45:00","Moto","93.785","190.05","8"
"570850","2019-07-02 15:45:00","Moto","60.298","140.4","7"
"570860","2019-07-02 09:00:00","Fiorino","50.900","239.22","22"
"570870","2019-07-02 15:45:00","Moto","40.061","118.41","8"
"570880","2019-07-02 15:45:00","Moto","75.023","160.03","7"
"570890","2019-07-02 15:45:00","Moto","73.342","122.79","5"
"570900","2019-07-02 15:45:00","Moto","46.982","107.64","4"
"570910","2019-07-02 15:45:00","Moto","253.645","518.19","22"
"570920","2019-07-02 15:45:00","Moto","100.044","183.39","5"
"570940","2019-07-02 10:15:00","Moto","64.817","116.42","5"
"570950","2019-07-02 08:00:00","Particular","111.778","442.55","35"
"571120","2019-07-02 10:00:00","Particular","34.742","255.32","31"
"571130","2019-07-02 11:00:00","Particular","45.144","228.15","21"
"571140","2019-07-02 11:00:00","Particular","32.069","228.15","21"
"571150","2019-07-02 11:00:00","Particular","31.238","201.55","18"
"571160","2019-07-02 14:00:00","Particular","38.557","247.53","23"
"571170","2019-07-02 14:00:00","Particular","78.760","296.53","15"
"571190","2019-07-02 14:00:00","Particular","60.105","274.13","11"
"571200","2019-07-02 14:00:00","Particular","67.715","256","8"
"571210","2019-07-02 14:00:00","Próprio","65.303","270.05","13"
"571220","2019-07-02 14:00:00","Particular","68.600","279.27","7"
"571260","2019-07-02 12:00:00","Moto","51.677","73.9","1"
"571270","2019-07-02 15:45:00","Particular","55.530","161.72","4"
"571290","2019-07-02 15:40:00","Moto","32.436","88.25","5"
"571300","2019-07-02 15:45:00","Moto","34.204","95.6","6"
"571310","2019-07-02 13:00:00","Fiorino S.C.","24.927","198.97","96"
"571320","2019-07-02 17:00:00","Moto","67.677","190.24","19"
"571340","2019-07-02 17:00:00","Moto","98.424","181.23","10"
"571350","2019-07-02 17:00:00","Moto","43.840","93.45","7"
"571360","2019-07-02 17:00:00","Moto","51.332","108.44","8"
"571370","2019-07-02 17:00:00","Moto","26.508","71.34","8"
"571380","2019-07-02 17:00:00","Moto","45.627","105.84","9"
"571390","2019-07-02 15:45:00","Particular","45.016","193.32","11"
"571400","2019-07-02 15:45:00","Particular","43.185","180.37","14"
"571420","2019-07-02 15:45:00","Particular","34.754","164.92","10"
"571430","2019-07-02 17:00:00","Moto","46.048","91.4","6"
"571470","2019-07-02 17:00:00","Moto","59.420","134.51","4"
"571520","2019-07-02 19:00:00","Fiorino S.C.","24.927","299.15","178"
"571540","2019-07-03 09:00:00","Particular","64.907","293.05","24"
"571550","2019-07-03 09:00:00","Particular","58.298","245.53","19"
"571560","2019-07-03 09:00:00","Particular","65.025","298.8","27"
"571570","2019-07-03 10:00:00","Particular","38.442","235.1","26"
"571580","2019-07-03 10:00:00","Particular","249.396","744.55","50"
"571590","2019-07-03 10:00:00","Particular","76.026","378.98","33"
"571610","2019-07-03 08:00:00","Fiorino S.C.","47.959","196.4","6"
"571620","2019-07-03 08:00:00","Próprio","59.260","146.35","4"
"571630","2019-07-03 08:00:00","Moto","54.937","131.77","2"
"571670","2019-07-03 08:00:00","Particular","233.550","513.48","25"
"571680","2019-07-03 08:00:00","Particular","164.318","420.25","19"
"571710","2019-07-03 08:00:00","Particular","85.530","295.2","14"
"571720","2019-07-03 08:00:00","Particular","103.449","407.8","18"
"571730","2019-07-03 08:00:00","Particular","58.420","329.23","17"
"571740","2019-07-03 08:00:00","Particular","51.690","378.8","21"
"571750","2019-07-03 08:00:00","Particular","90.153","377.93","13"
"571760","2019-07-03 08:00:00","Particular","56.534","306.88","13"
"571770","2019-07-03 08:00:00","Particular","72.899","530.4","27"
"571780","2019-07-03 08:00:00","Particular","74.100","382.33","20"
"571810","2019-07-03 08:00:00","Particular","50.347","344.1","36"
"571820","2019-07-03 08:00:00","Particular","48.090","407.53","46"
"571830","2019-07-03 08:00:00","Particular","75.981","396.42","35"
"571840","2019-07-03 08:00:00","Particular","45.667","294.28","31"
"571850","2019-07-03 08:00:00","Particular","38.406","325.1","34"
"571860","2019-07-03 08:00:00","Particular","44.045","292.5","28"
"571870","2019-07-03 08:00:00","Particular","33.213","309.47","33"
"571880","2019-07-03 08:00:00","Fiorino Sr","67.970","556.07","58"
"571890","2019-07-03 08:00:00","Particular","46.437","224.93","19"
"571900","2019-07-03 08:00:00","Particular","93.347","366.88","29"
"571910","2019-07-03 08:00:00","Fiorino","75.580","393.37","42"
"571920","2019-07-03 08:00:00","Particular","79.024","350.08","30"
"571930","2019-07-03 08:00:00","Particular","40.036","284.82","28"
"571940","2019-07-03 08:00:00","Particular","82.904","344.73","30"
"571950","2019-07-03 08:00:00","Particular","91.034","405.88","31"
"571960","2019-07-03 08:00:00","Fiorino","92.704","515.27","54"
"571970","2019-07-03 08:00:00","Particular","61.494","379.68","32"
"571980","2019-07-03 08:00:00","Bloqueado","64.518","392.38","43"
"571990","2019-07-03 08:00:00","Particular","38.295","285.9","29"
"572000","2019-07-03 08:00:00","Fiorino Sr","109.198","745.07","81"
"572010","2019-07-03 08:00:00","Fiorino S.C.","58.979","410.25","46"
"572020","2019-07-03 08:00:00","Particular","58.445","300.6","31"
"572030","2019-07-03 08:00:00","Particular","61.195","276.18","26"
"572040","2019-07-03 08:00:00","Particular","66.540","373.8","32"
"572050","2019-07-03 08:00:00","Fiorino Sr","77.030","480.75","51"
"572060","2019-07-03 08:00:00","Particular","65.785","317.88","37"
"572070","2019-07-03 08:00:00","Fiorino","68.237","523.78","59"
"572080","2019-07-03 08:00:00","Particular","64.996","375.25","36"
"572090","2019-07-03 08:00:00","Particular","62.668","376.55","45"
"572100","2019-07-03 08:00:00","Particular","97.923","421.8","36"
"572110","2019-07-03 08:00:00","Particular","79.649","427","39"
"572120","2019-07-03 08:00:00","Particular","32.552","273.55","29"
"572130","2019-07-03 08:00:00","Particular","54.495","304.62","32"
"572140","2019-07-03 08:00:00","Particular","86.987","380.13","27"
"572150","2019-07-03 08:00:00","Particular","63.807","417.22","43"
"572160","2019-07-03 08:00:00","Particular","104.912","456.48","32"
"572170","2019-07-03 08:00:00","Particular","198.376","562.23","32"
"572180","2019-07-03 08:00:00","Fiorino","43.420","343.93","39"
"572190","2019-07-03 08:00:00","Particular","80.034","374.32","30"
"572200","2019-07-03 08:00:00","Particular","56.347","323.15","27"
"572210","2019-07-03 08:00:00","Particular","66.245","369.63","39"
"572220","2019-07-03 08:00:00","Particular","59.145","349.97","32"
"572230","2019-07-03 08:00:00","Particular","48.147","307.23","30"
"572240","2019-07-03 08:00:00","Fiorino","49.315","378.87","42"
"572250","2019-07-03 08:00:00","Particular","64.490","324.37","29"
"572260","2019-07-03 08:00:00","Fiorino Sr","98.295","645.33","67"
"572270","2019-07-03 08:00:00","Fiorino","53.693","376.47","46"
"572280","2019-07-03 08:00:00","Particular","37.016","319.3","41"
"572290","2019-07-03 08:00:00","Particular","42.461","345.87","43"
"572300","2019-07-03 08:00:00","Fiorino Sr","51.717","363.7","40"
"572310","2019-07-03 08:00:00","Fiorino Sr","61.660","346.98","38"
"572320","2019-07-03 08:00:00","Fiorino","56.881","376.17","45"
"572330","2019-07-03 08:00:00","Particular","53.882","357.03","41"
"572340","2019-07-03 08:00:00","Particular","76.184","504.52","54"
"572350","2019-07-03 08:00:00","Fiorino","49.148","347.38","40"
"572360","2019-07-03 08:00:00","Particular","64.149","444.13","54"
"572370","2019-07-03 08:00:00","Fiorino Sr","51.697","365.65","47"
"572380","2019-07-03 08:00:00","Bloqueado","80.303","418.22","37"
"572390","2019-07-03 08:00:00","Particular","48.902","383.8","44"
"572400","2019-07-03 08:00:00","Particular","64.720","474.88","57"
"572410","2019-07-03 08:00:00","Fiorino","80.311","402.72","31"
"572420","2019-07-03 08:00:00","Fiorino","95.111","451.22","40"
"572430","2019-07-03 08:00:00","Particular","62.393","369.95","38"
"572440","2019-07-03 08:00:00","Particular","72.693","435.22","42"
"572460","2019-07-03 09:00:00","Particular","61.671","262.25","18"
"572630","2019-07-03 13:00:00","Moto","29.851","94.8","8"
"572640","2019-07-03 13:00:00","Moto","45.185","120.25","8"
"572650","2019-07-03 13:00:00","Moto","35.388","87.18","6"
"572680","2019-07-03 15:45:00","Moto","43.471","127.96","7"
"572690","2019-07-03 15:45:00","Moto","56.826","130.77","5"
"572700","2019-07-03 15:45:00","Moto","61.939","137.6","7"
"572710","2019-07-03 15:45:00","Moto","64.404","130.87","5"
"572720","2019-07-03 15:45:00","Moto","40.333","73.78","3"
"572730","2019-07-03 09:30:00","Particular","57.151","267.77","20"
"572750","2019-07-03 09:30:00","Fiorino","64.652","212.68","12"
"572760","2019-07-03 09:30:00","Particular","55.516","233.67","16"
"572770","2019-07-03 09:30:00","Particular","84.067","335.53","23"
"572780","2019-07-03 09:30:00","Particular","68.294","295.75","18"
"572790","2019-07-03 09:30:00","Particular","78.489","270.93","16"
"572810","2019-07-03 10:00:00","Particular","52.538","301.18","27"
"572820","2019-07-03 10:00:00","Particular","72.470","417.4","36"
"572830","2019-07-03 15:45:00","Moto","44.417","89.22","2"
"572840","2019-07-03 15:45:00","Moto","43.519","83.03","5"
"572850","2019-07-03 15:45:00","Particular","57.935","113.25","5"
"572860","2019-07-03 15:45:00","Moto","59.728","105.64","5"
"572870","2019-07-03 15:45:00","Moto","45.679","80.9","3"
"572880","2019-07-03 15:45:00","Moto","78.641","151.85","6"
"572890","2019-07-03 15:45:00","Moto","54.309","137.41","7"
"572900","2019-07-03 15:45:00","Moto","195.813","396.08","19"
"572920","2019-07-03 15:45:00","Moto","53.481","141.31","7"
"572930","2019-07-03 15:45:00","Moto","27.787","102.05","7"
"572940","2019-07-03 15:45:00","Moto","48.662","124.88","8"
"572950","2019-07-03 15:45:00","Moto","107.019","197.69","7"
"572960","2019-07-03 15:45:00","Moto","69.201","142.27","5"
"572980","2019-07-03 15:45:00","Moto","42.675","81.9","4"
"572990","2019-07-03 15:45:00","Particular","63.588","200.88","4"
"573000","2019-07-03 15:45:00","Particular","65.052","204.7","3"
"573010","2019-07-03 10:00:00","Moto","70.338","163.78","14"
"573020","2019-07-03 10:00:00","Moto","152.460","273.28","13"
"573030","2019-07-03 10:00:00","Moto","101.173","159.9","5"
"573060","2019-07-04 08:00:00","Fiorino S.C.","19.048","48.97","2"
"573070","2019-07-03 15:45:00","Moto","70.957","143.61","5"
"573080","2019-07-05 08:00:00","Fiorino S.C.","19.048","48.97","2"
"573090","2019-07-03 10:00:00","Particular","44.785","233.95","18"
"573150","2019-07-03 14:00:00","Particular","88.291","316.73","16"
"573160","2019-07-03 14:00:00","Particular","56.796","168.83","9"
"573180","2019-07-03 14:00:00","Particular","61.659","246.72","6"
"573190","2019-07-03 14:00:00","Particular","59.544","224.18","6"
"573200","2019-07-03 14:00:00","Particular","77.444","265.6","11"
"573210","2019-07-03 14:00:00","Particular","40.026","169.65","5"
"573240","2019-07-03 19:00:00","Fiorino S.C.","24.927","207.15","95"
"573250","2019-07-03 13:20:00","Moto","41.794","115.73","9"
"573260","2019-07-03 13:20:00","Moto","58.710","133.28","2"
"573270","2019-07-03 08:00:00","Fiorino S.C.","24.927","303.15","146"
"573290","2019-07-03 17:00:00","Moto","37.548","91.06","9"
"573300","2019-07-03 17:00:00","Moto","46.944","112.59","9"
"573310","2019-07-03 17:00:00","Moto","31.853","82.47","8"
"573320","2019-07-03 17:00:00","Moto","48.589","114.79","10"
"573330","2019-07-03 17:00:00","Moto","40.971","89.63","7"
"573360","2019-07-03 15:45:00","Particular","71.195","224.15","12"
"573370","2019-07-03 16:00:00","Moto","20.643","37.52","2"
"573380","2019-07-03 16:25:00","Moto","35.058","76.74","1"
"573390","2019-07-03 16:25:00","Moto","40.524","94.03","5"
"573410","2019-07-03 17:00:00","Moto","66.903","179.2","18"
"573450","2019-07-04 08:00:00","Particular","92.733","701.98","79"
"573460","2019-07-04 08:00:00","Particular","72.968","399.45","39"
"573480","2019-07-04 08:00:00","Fiorino","43.786","348.3","48"
"573490","2019-07-04 08:00:00","Particular","30.230","260.65","33"
"573500","2019-07-04 08:00:00","Particular","30.274","355.72","54"
"573510","2019-07-04 08:00:00","Particular","43.360","374.55","39"
"573520","2019-07-04 08:00:00","Particular","35.904","313.37","42"
"573530","2019-07-04 08:00:00","Particular","30.627","227.77","29"
"573540","2019-07-04 08:00:00","Fiorino","55.613","394.33","44"
"573550","2019-07-04 08:00:00","Particular","43.694","378.25","48"
"573560","2019-07-04 08:00:00","Particular","25.602","341.02","53"
"573570","2019-07-04 08:00:00","Particular","38.473","319.15","37"
"573580","2019-07-04 08:00:00","Particular","24.872","227.03","27"
"573590","2019-07-04 08:00:00","Particular","36.807","364.67","46"
"573600","2019-07-04 08:00:00","Particular","44.724","352.02","41"
"573610","2019-07-04 08:00:00","Particular","26.097","342","51"
"573620","2019-07-04 08:00:00","Particular","58.281","605.25","79"
"573630","2019-07-04 08:00:00","Fiorino Sr","63.282","635.92","76"
"573640","2019-07-04 08:00:00","Particular","58.185","487.15","61"
"573650","2019-07-04 08:00:00","Particular","44.914","204.4","18"
"573670","2019-07-04 08:00:00","Particular","83.475","335.3","25"
"573680","2019-07-04 08:00:00","Particular","75.625","405.65","39"
"573690","2019-07-04 08:00:00","Fiorino","104.839","443.45","37"
"573710","2019-07-04 08:00:00","Particular","48.159","434.53","56"
"573720","2019-07-04 08:00:00","Particular","42.582","407.07","59"
"573730","2019-07-04 08:00:00","Particular","25.780","299.78","43"
"573740","2019-07-04 08:00:00","Bloqueado","49.933","472.53","66"
"573750","2019-07-04 08:00:00","Particular","38.624","319.33","39"
"573760","2019-07-04 08:00:00","Particular","32.970","279.57","39"
"573770","2019-07-04 08:00:00","Fiorino","37.644","377.45","51"
"573780","2019-07-04 08:00:00","Particular","46.151","445.37","58"
"573790","2019-07-04 08:00:00","Fiorino S.C.","41.730","355.35","51"
"573800","2019-07-04 08:00:00","Particular","41.636","318.62","43"
"573810","2019-07-04 08:00:00","Particular","62.806","422.07","46"
"573820","2019-07-04 08:00:00","Fiorino","69.823","736.18","90"
"573830","2019-07-04 08:00:00","Particular","38.958","328.83","42"
"573840","2019-07-04 08:00:00","Particular","77.281","484.63","59"
"573850","2019-07-04 08:00:00","Particular","48.816","400.62","47"
"573860","2019-07-04 08:00:00","Fiorino","24.578","226.5","30"
"573870","2019-07-04 08:00:00","Particular","149.172","707.83","71"
"573880","2019-07-04 08:00:00","Particular","51.118","374.1","43"
"573890","2019-07-04 08:00:00","Particular","65.491","384.35","37"
"573900","2019-07-04 08:00:00","Particular","33.926","312.7","45"
"573910","2019-07-04 08:00:00","Particular","46.911","367.82","46"
"573920","2019-07-04 08:00:00","Particular","42.569","249.95","28"
"573930","2019-07-04 08:00:00","Particular","47.088","386.85","53"
"573940","2019-07-04 08:00:00","Particular","33.413","328.05","44"
"573950","2019-07-04 08:00:00","Fiorino Sr","42.082","309.2","44"
"573960","2019-07-04 08:00:00","Particular","37.499","358.03","46"
"573970","2019-07-04 08:00:00","Particular","42.014","422.93","59"
"573980","2019-07-04 08:00:00","Particular","45.733","376.52","49"
"573990","2019-07-04 08:00:00","Fiorino S.C.","44.849","438.52","65"
"574000","2019-07-04 08:00:00","Particular","42.384","365.75","42"
"574040","2019-07-04 08:00:00","Particular","102.096","487.87","34"
"574090","2019-07-04 09:00:00","Particular","41.463","258.27","30"
"574110","2019-07-04 09:00:00","Particular","29.155","216.1","24"
"574160","2019-07-04 11:00:00","Particular","25.796","199.3","25"
"574180","2019-07-04 11:00:00","Particular","31.330","186.93","20"
"574190","2019-07-06 08:00:00","Particular","113.656","239.6","12"
"574200","2019-07-06 08:00:00","Particular","131.560","282.32","13"
"574210","2019-07-06 10:00:00","Fiorino Sr","35.186","157.28","10"
"574220","2019-07-06 09:00:00","Fiorino","50.804","175.4","8"
"574230","2019-07-06 09:00:00","Fiorino S.C.","79.735","188.68","8"
"574240","2019-07-06 10:00:00","Fiorino","63.155","230.05","10"
"574250","2019-07-07 10:00:00","Fiorino","37.604","168.35","10"
"574260","2019-07-07 10:58:00","Fiorino","45.866","187.65","10"
"574270","2019-07-07 10:58:00","Fiorino Sr","48.074","185.98","11"
"574310","2019-07-06 08:00:00","Particular","63.874","468.68","54"
"574320","2019-07-06 08:00:00","Particular","77.745","486.18","48"
"574330","2019-07-06 08:00:00","Fiorino","41.916","279.58","30"
"574340","2019-07-06 08:00:00","Particular","60.062","449.13","51"
"574350","2019-07-06 08:00:00","Particular","65.021","400.98","40"
"574360","2019-07-06 08:00:00","Particular","49.451","419.4","52"
"574370","2019-07-06 08:00:00","Particular","42.137","397.38","53"
"574380","2019-07-06 08:00:00","Particular","48.918","385.32","55"
"574390","2019-07-06 08:00:00","Particular","31.203","374.12","51"
"574400","2019-07-06 08:00:00","Particular","29.819","314.93","44"
"574410","2019-07-06 08:00:00","Particular","72.391","474.72","47"
"574420","2019-07-06 08:00:00","Particular","41.208","413.55","51"
"574430","2019-07-06 08:00:00","Particular","47.317","426.42","58"
"574440","2019-07-06 08:00:00","Fiorino","57.145","545.05","76"
"574450","2019-07-06 08:00:00","Particular","40.897","410.98","57"
"574460","2019-07-06 08:00:00","Particular","46.534","406.92","51"
"574470","2019-07-06 08:00:00","Fiorino","45.564","373.85","49"
"574480","2019-07-06 08:00:00","Particular","40.046","380.22","45"
"574490","2019-07-06 08:00:00","Fiorino","71.250","625.63","86"
"574500","2019-07-06 08:00:00","Particular","43.200","391.48","61"
"574510","2019-07-06 08:00:00","Particular","44.867","463.93","72"
"574520","2019-07-06 08:00:00","Particular","95.633","494.97","60"
"574530","2019-07-06 08:00:00","Particular","62.621","350.83","42"
"574540","2019-07-06 08:00:00","Particular","49.603","404.48","59"
"574550","2019-07-06 08:00:00","Particular","56.486","485.73","70"
"574560","2019-07-06 08:00:00","Fiorino Sr","57.416","566.42","82"
"574570","2019-07-06 08:00:00","Fiorino","57.331","558.58","81"
"574580","2019-07-06 08:00:00","Particular","53.551","383.42","51"
"574590","2019-07-06 08:00:00","Particular","45.140","373.47","50"
"574600","2019-07-06 08:00:00","Fiorino Sr","48.746","606.48","88"
"574610","2019-07-06 08:00:00","Fiorino S.C.","54.185","516.43","66"
"574620","2019-07-06 08:00:00","Particular","37.045","350.22","55"
"574630","2019-07-06 08:00:00","Particular","34.308","342.67","45"
"574640","2019-07-06 08:00:00","Particular","29.598","320.8","43"
"574650","2019-07-06 08:00:00","Fiorino","31.327","429.23","81"
"574660","2019-07-06 08:00:00","Fiorino","48.527","557.65","86"
"574670","2019-07-06 08:00:00","Fiorino Sr","41.048","539.55","88"
"574680","2019-07-06 08:00:00","Fiorino Sr","61.363","565.97","73"
"574690","2019-07-06 08:00:00","Fiorino","130.669","631.2","76"
"574700","2019-07-06 08:00:00","Particular","45.964","329.45","43"
"574710","2019-07-06 08:00:00","Fiorino S.C.","33.398","307.37","46"
"574720","2019-07-06 08:00:00","Particular","202.210","902.78","68"
"574730","2019-07-06 08:00:00","Bloqueado","75.166","379.65","45"
"574740","2019-07-06 08:00:00","Particular","55.872","329.02","43"
"574750","2019-07-06 08:00:00","Particular","103.636","489.25","49"
"574760","2019-07-06 08:00:00","Particular","111.164","482.82","41"
"574770","2019-07-06 08:00:00","Particular","68.676","440.85","45"
"574780","2019-07-06 08:00:00","Particular","50.580","352.88","44"
"574790","2019-07-06 08:00:00","Particular","48.650","361.33","52"
"574800","2019-07-06 08:00:00","Particular","50.272","386.15","51"
"574810","2019-07-06 08:00:00","Particular","48.500","381.58","50"
"574820","2019-07-06 08:00:00","Fiorino","69.091","574.15","80"
"574830","2019-07-06 08:00:00","Fiorino","47.027","424.63","56"
"574840","2019-07-06 08:00:00","Particular","37.391","312.85","48"
"574850","2019-07-06 08:00:00","Particular","51.388","392.47","50"
"574860","2019-07-06 08:00:00","Particular","42.140","366.43","48"
"574870","2019-07-06 08:00:00","Particular","38.509","355.1","51"
"574880","2019-07-06 08:00:00","Particular","45.928","440.63","66"
"574890","2019-07-06 08:00:00","Particular","47.045","394.85","54"
"574900","2019-07-06 08:00:00","Particular","38.344","376.4","54"
"574910","2019-07-06 08:00:00","Fiorino","49.561","331.65","42"
"574920","2019-07-06 08:00:00","Particular","59.191","406.2","51"
"574930","2019-07-06 08:00:00","Particular","97.612","408.15","32"
"574940","2019-07-06 08:00:00","Particular","116.941","510.55","44"
"574950","2019-07-06 08:00:00","Bloqueado","53.463","494.9","67"
"574960","2019-07-06 08:00:00","Particular","30.331","314.33","45"
"574970","2019-07-06 08:00:00","Fiorino","77.858","575.17","71"
"574980","2019-07-06 08:00:00","Particular","48.088","336.7","41"
"574990","2019-07-06 08:00:00","Particular","53.492","372.52","43"
"575000","2019-07-06 08:00:00","Fiorino Sr","68.947","605.38","77"
"575010","2019-07-06 08:00:00","Particular","109.060","498.82","45"
"575020","2019-07-06 08:00:00","Fiorino S.C.","54.582","400.25","51"
"575030","2019-07-06 08:00:00","Particular","37.214","317.98","50"
"575040","2019-07-06 08:00:00","Bloqueado","65.136","525.18","67"
"575050","2019-07-06 08:00:00","Particular","30.540","294.97","38"
"575060","2019-07-06 08:00:00","Particular","27.300","317.73","43"
"575070","2019-07-06 08:00:00","Particular","33.485","300.85","44"
"575080","2019-07-06 08:00:00","Particular","90.142","438.55","53"
"575090","2019-07-06 08:00:00","Particular","64.521","316.55","41"
"575100","2019-07-06 08:00:00","Particular","63.089","415.8","50"
"575110","2019-07-06 08:00:00","Particular","48.689","389.68","51"
"575120","2019-07-06 08:00:00","Particular","51.833","374.33","45"
"575130","2019-07-06 08:00:00","Particular","43.807","365.77","44"
"575140","2019-07-06 08:00:00","Particular","41.073","214.62","24"
"575150","2019-07-06 08:00:00","Particular","45.294","256.92","30"
"575160","2019-07-06 08:00:00","Particular","32.453","351.15","44"
"575170","2019-07-06 08:00:00","Particular","42.973","412.9","57"
"575180","2019-07-06 08:00:00","Particular","29.863","352.18","49"
"575190","2019-07-06 08:00:00","Particular","61.024","368.85","49"
"575200","2019-07-06 08:00:00","Particular","45.197","412.27","55"
"575210","2019-07-06 08:00:00","Particular","35.813","335.33","55"
"575220","2019-07-06 08:00:00","Particular","25.672","324.7","49"
"575230","2019-07-06 08:00:00","Particular","28.479","315.12","49"
"575240","2019-07-06 08:00:00","Particular","22.791","314.03","48"
"575250","2019-07-06 08:00:00","Particular","25.529","354.6","53"
"575260","2019-07-06 08:00:00","Particular","54.004","386.62","46"
"575270","2019-07-06 08:00:00","Particular","28.164","359.32","56"
