"route_id","schedule_date","car_type","route_distance_km","route_minutes","total_orders"
"575280","2019-07-06 08:00:00","Particular","25.148","320.05","44"
"575290","2019-07-06 08:00:00","Particular","37.027","407.43","53"
"575300","2019-07-06 08:00:00","Particular","36.659","365.87","46"
"575310","2019-07-06 08:00:00","Particular","29.549","301.05","42"
"575320","2019-07-06 08:00:00","Particular","46.615","404.48","49"
"575330","2019-07-06 08:00:00","Fiorino","48.985","420.97","55"
"575340","2019-07-06 08:00:00","Particular","27.093","301.7","43"
"575350","2019-07-06 08:00:00","Particular","35.337","311.58","46"
"575360","2019-07-06 08:00:00","Fiorino S.C.","54.872","371.95","43"
"575370","2019-07-06 08:00:00","Particular","33.118","360.27","53"
"575380","2019-07-06 08:00:00","Particular","34.501","301.7","37"
"575390","2019-07-06 08:00:00","Particular","40.811","385.17","54"
"575400","2019-07-06 08:00:00","Particular","46.235","347.88","42"
"575410","2019-07-06 08:00:00","Particular","39.331","230.4","12"
"575420","2019-07-06 08:00:00","Particular","91.608","437.17","16"
"575430","2019-07-06 08:00:00","Particular","112.486","490.77","20"
"575440","2019-07-06 08:00:00","Particular","119.159","476.83","20"
"575450","2019-07-06 08:00:00","Particular","77.947","514.45","27"
"575460","2019-07-06 08:00:00","Particular","43.650","340.93","18"
"575470","2019-07-06 08:00:00","Particular","44.377","443.15","28"
"575480","2019-07-06 08:00:00","Particular","59.437","414.9","24"
"575490","2019-07-06 08:00:00","Particular","46.874","338.32","21"
"575500","2019-07-06 08:00:00","Particular","53.927","422.2","32"
"575520","2019-07-06 08:00:00","Hr","76.380","73.6","3"
"575540","2019-07-06 13:00:00","Moto","58.400","137.87","7"
"575550","2019-07-06 13:00:00","Moto","45.937","121.25","10"
"575560","2019-07-06 13:00:00","Moto","49.402","125.87","5"
"575570","2019-07-06 13:00:00","Moto","44.519","119.36","8"
"575580","2019-07-06 13:00:00","Moto","19.466","85.95","9"
"575590","2019-07-06 13:00:00","Moto","134.167","348.89","17"
"575600","2019-07-06 13:00:00","Moto","23.775","96.7","11"
"575610","2019-07-06 13:00:00","Moto","18.592","74.79","8"
"575620","2019-07-06 13:00:00","Moto","44.008","123.68","9"
"575630","2019-07-06 13:00:00","Moto","66.577","148.77","7"
"575640","2019-07-06 15:45:00","Moto","55.752","129.34","7"
"575660","2019-07-06 15:45:00","Moto","106.209","229.61","10"
"575670","2019-07-06 15:45:00","Moto","62.509","153.35","10"
"575680","2019-07-06 15:45:00","Moto","26.959","110.94","10"
"575690","2019-07-06 15:45:00","Moto","41.372","120.16","7"
"575700","2019-07-06 15:45:00","Moto","42.199","126.27","10"
"575720","2019-07-06 08:00:00","Moto","57.399","126.53","9"
"575730","2019-07-06 15:45:00","Moto","93.358","201.48","11"
"575740","2019-07-06 09:00:00","Fiorino Sr","42.526","280.07","39"
"575750","2019-07-06 09:00:00","Particular","47.147","331.32","40"
"575760","2019-07-06 15:45:00","Moto","86.700","171.6","7"
"575770","2019-07-06 15:45:00","Moto","67.533","145.04","5"
"575780","2019-07-06 15:45:00","Moto","66.857","131.14","6"
"575790","2019-07-06 15:45:00","Moto","85.657","156.21","7"
"575800","2019-07-06 15:45:00","Moto","61.700","137.27","6"
"575810","2019-07-06 15:45:00","Moto","80.367","177.16","8"
"575820","2019-07-06 15:45:00","Moto","97.918","220.56","13"
"575830","2019-07-06 15:45:00","Moto","78.809","150.08","7"
"575840","2019-07-07 16:14:00","Moto","55.184","138.58","9"
"575850","2019-07-06 15:45:00","Moto","59.128","138.84","7"
"575860","2019-07-06 15:45:00","Moto","52.195","149.59","10"
"575880","2019-07-06 15:45:00","Moto","23.395","91.19","8"
"575890","2019-07-06 15:45:00","Moto","166.465","331.95","16"
"575900","2019-07-06 15:45:00","Moto","31.773","102.36","9"
"575910","2019-07-06 15:45:00","Moto","69.724","177.97","10"
"575920","2019-07-06 15:45:00","Moto","27.066","101.09","10"
"575940","2019-07-07 16:14:00","Moto","97.463","174.95","2"
"575950","2019-07-06 15:45:00","Moto","28.261","102.68","7"
"575960","2019-07-06 15:45:00","Moto","22.741","90.32","10"
"575970","2019-07-06 15:45:00","Moto","52.863","120.48","4"
"575980","2019-07-06 15:45:00","Moto","74.133","163.84","7"
"575990","2019-07-07 16:14:00","Moto","73.651","128.2","8"
"576000","2019-07-07 16:14:00","Moto","53.476","136.3","8"
"576010","2019-07-06 15:45:00","Moto","69.456","147.61","7"
"576020","2019-07-06 10:00:00","Moto","88.330","285.43","10"
"576030","2019-07-06 10:00:00","Moto","103.038","192.38","11"
"576040","2019-07-06 10:00:00","Moto","92.776","271.88","9"
"576050","2019-07-06 15:45:00","Moto","43.086","57.45","6"
"576070","2019-07-06 15:45:00","Moto","48.157","89.21","4"
"576080","2019-07-07 16:14:00","Moto","91.798","163.98","5"
"576090","2019-07-06 15:45:00","Moto","55.619","114.16","5"
"576160","2019-07-07 08:00:00","Fiorino S.C.","24.927","37.58","1"
"576190","2019-07-06 15:30:00","Moto","74.485","144.31","1"
"576200","2019-07-06 15:30:00","Moto","47.823","103.76","4"
"576210","2019-07-06 15:30:00","Moto","86.925","170.9","4"
"576240","2019-07-06 10:00:00","Particular","68.724","299.58","24"
"576260","2019-07-06 10:00:00","Fiorino","48.411","210.52","8"
"576290","2019-07-06 10:00:00","Fiorino","38.431","195.47","23"
"576310","2019-07-06 10:00:00","Particular","50.418","223.55","28"
"576380","2019-07-06 14:00:00","Particular","51.714","238.67","15"
"576400","2019-07-06 14:00:00","Particular","53.198","202.63","9"
"576460","2019-07-06 14:00:00","Moto","74.508","134.34","3"
"576470","2019-07-06 14:00:00","Particular","41.470","189.65","10"
"576480","2019-07-06 14:00:00","Particular","72.194","265.73","10"
"576500","2019-07-06 14:00:00","Particular","40.295","203.03","11"
"576550","2019-07-06 12:51:00","Moto","37.513","55.02","1"
"576560","2019-07-06 12:51:00","Moto","21.660","34.88","2"
"576610","2019-07-06 14:00:00","Moto","34.069","55.43","1"
"576660","2019-07-06 17:00:00","Moto","46.813","92.42","6"
"576670","2019-07-06 17:00:00","Moto","38.286","91.05","8"
"576680","2019-07-06 17:00:00","Moto","27.970","62.29","5"
"576770","2019-07-06 17:00:00","Moto","82.526","220.04","24"
"576780","2019-07-06 17:00:00","Moto","56.807","155.74","16"
"576790","2019-07-06 17:00:00","Moto","33.985","106.31","12"
"576800","2019-07-07 14:30:00","Moto","50.149","68.55","1"
"576810","2019-07-06 15:45:00","Particular","58.398","208.92","14"
"576820","2019-07-06 15:45:00","Particular","37.301","179.27","14"
"576830","2019-07-06 15:45:00","Particular","34.535","171.78","13"
"576860","2019-07-06 17:00:00","Moto","36.220","83.29","7"
"576870","2019-07-06 17:00:00","Moto","39.824","88.1","7"
"576880","2019-07-06 17:00:00","Moto","41.083","94.78","8"
"576890","2019-07-06 16:40:00","Moto","28.547","53.95","2"
"576900","2019-07-06 08:00:00","Fiorino S.C.","24.927","248.58","146"
"576930","2019-07-07 09:00:00","Particular","73.110","299.85","20"
"576940","2019-07-07 09:00:00","Particular","86.538","345.12","21"
"576950","2019-07-07 10:00:00","Particular","70.825","261.92","20"
"576960","2019-07-07 10:00:00","Particular","98.117","349.77","20"
"576970","2019-07-07 09:00:00","Particular","68.838","387.27","33"
"576980","2019-07-07 09:00:00","Particular","70.631","405.25","33"
"576990","2019-07-07 09:00:00","Particular","70.942","347.98","28"
"577030","2019-07-07 08:00:00","Particular","236.922","549.93","16"
"577050","2019-07-07 08:00:00","Particular","61.924","413.45","23"
"577060","2019-07-07 08:00:00","Particular","68.304","367.12","13"
"577070","2019-07-07 08:00:00","Particular","45.003","283.03","16"
"577080","2019-07-07 08:00:00","Particular","71.374","494.27","26"
"577090","2019-07-07 08:00:00","Particular","105.463","457.9","20"
"577100","2019-07-07 08:00:00","Particular","47.896","425.97","25"
"577110","2019-07-07 08:00:00","Particular","53.698","464.53","27"
"577120","2019-07-07 08:00:00","Fiorino","39.451","271.15","32"
"577130","2019-07-07 08:00:00","Particular","58.433","290.5","25"
"577140","2019-07-07 08:00:00","Particular","115.871","663.87","61"
"577150","2019-07-07 08:00:00","Particular","75.007","543.22","58"
"577160","2019-07-07 08:00:00","Particular","19.076","67","7"
"577170","2019-07-07 08:00:00","Particular","33.702","367.42","47"
"577180","2019-07-07 08:00:00","Particular","46.211","407.52","44"
"577190","2019-07-07 08:00:00","Particular","43.231","437.85","50"
"577200","2019-07-07 08:00:00","Particular","68.932","475.57","48"
"577210","2019-07-07 08:00:00","Fiorino","37.805","412.12","42"
"577220","2019-07-07 08:00:00","Bloqueado","92.379","854.97","101"
"577230","2019-07-07 08:00:00","Particular","93.458","468.95","50"
"577240","2019-07-07 08:00:00","Particular","36.627","358.08","45"
"577250","2019-07-07 08:00:00","Particular","53.909","401.92","43"
"577260","2019-07-07 08:00:00","Particular","36.746","424.95","54"
"577270","2019-07-07 08:00:00","Particular","44.404","401.95","51"
"577280","2019-07-07 08:00:00","Particular","62.325","377.13","41"
"577290","2019-07-07 08:00:00","Particular","53.994","321.33","35"
"577300","2019-07-07 08:00:00","Particular","101.355","478.82","38"
"577310","2019-07-07 08:00:00","Particular","99.780","419.12","38"
"577320","2019-07-07 08:00:00","Particular","100.817","488.77","45"
"577330","2019-07-07 08:00:00","Fiorino","45.591","489.4","70"
"577340","2019-07-07 08:00:00","Particular","125.777","562.57","60"
"577350","2019-07-07 08:00:00","Particular","37.578","351.1","43"
"577360","2019-07-07 08:00:00","Particular","61.993","450.77","50"
"577370","2019-07-07 08:00:00","Particular","50.157","410.25","46"
"577380","2019-07-07 08:00:00","Particular","66.102","503.13","54"
"577390","2019-07-07 08:00:00","Particular","38.415","299.52","38"
"577400","2019-07-07 08:00:00","Fiorino","102.079","671.97","64"
"577410","2019-07-07 08:00:00","Bloqueado","83.925","411.98","42"
"577420","2019-07-07 08:00:00","Fiorino","51.114","402.42","47"
"577430","2019-07-07 08:00:00","Particular","46.907","322.22","32"
"577440","2019-07-07 08:00:00","Particular","48.901","403.73","45"
"577450","2019-07-07 08:00:00","Particular","46.204","359.3","42"
"577460","2019-07-07 08:00:00","Particular","75.517","504.78","42"
"577470","2019-07-07 08:00:00","Particular","254.044","754.12","35"
"577480","2019-07-07 08:00:00","Particular","72.527","578.85","68"
"577490","2019-07-07 08:00:00","Fiorino","123.821","841.52","72"
"577500","2019-07-07 08:00:00","Particular","50.160","433.32","46"
"577510","2019-07-07 08:00:00","Fiorino Sr","62.053","510.93","60"
"577520","2019-07-07 08:00:00","Fiorino Sr","119.212","783.17","87"
"577530","2019-07-07 08:00:00","Particular","51.546","424.1","53"
"577540","2019-07-07 08:00:00","Particular","75.437","573.6","67"
"577550","2019-07-07 08:00:00","Fiorino Sr","72.506","684.48","91"
"577560","2019-07-07 08:00:00","Particular","187.165","666.78","34"
"577570","2019-07-07 08:00:00","Particular","101.453","565.38","53"
"577580","2019-07-07 08:00:00","Particular","69.073","464.95","50"
"577590","2019-07-07 08:00:00","Particular","113.123","589.98","48"
"577600","2019-07-08 08:00:00","Particular","76.529","434.78","40"
"577610","2019-07-07 08:00:00","Particular","95.030","575.48","53"
"577620","2019-07-07 08:00:00","Particular","105.521","574.5","54"
"577630","2019-07-07 08:00:00","Particular","90.952","540.58","48"
"577640","2019-07-08 08:00:00","Particular","75.624","488.43","53"
"577650","2019-07-07 08:00:00","Particular","48.361","409.1","48"
"577660","2019-07-07 08:00:00","Particular","28.604","324.55","46"
"577670","2019-07-07 08:00:00","Particular","49.970","424.07","51"
"577680","2019-07-07 08:00:00","Particular","44.011","414.77","52"
"577690","2019-07-07 08:00:00","Particular","38.825","378.48","48"
"577700","2019-07-07 08:00:00","Particular","60.272","380.1","35"
"577710","2019-07-07 08:00:00","Particular","85.031","434.15","42"
"577720","2019-07-07 08:00:00","Particular","68.327","345.57","36"
"577730","2019-07-07 08:00:00","Particular","74.202","396.58","38"
"577740","2019-07-07 08:00:00","Particular","108.927","498.75","51"
"577750","2019-07-07 08:00:00","Particular","103.096","435.8","35"
"577760","2019-07-07 08:00:00","Particular","52.489","392.77","45"
"577770","2019-07-07 08:00:00","Particular","61.543","489.97","62"
"577780","2019-07-07 08:00:00","Particular","56.589","533.17","56"
"577790","2019-07-07 08:00:00","Particular","86.210","561.32","46"
"577800","2019-07-07 08:00:00","Particular","104.767","662.98","63"
"577810","2019-07-07 08:00:00","Particular","33.044","371.87","51"
"577820","2019-07-07 08:00:00","Particular","69.548","569.97","71"
"577830","2019-07-07 08:00:00","Particular","75.132","579.68","69"
"577840","2019-07-07 08:00:00","Particular","185.390","351.27","13"
"577850","2019-07-07 08:00:00","Particular","90.302","475.07","11"
"578150","2019-07-07 08:00:00","Particular","57.961","353.83","20"
"578160","2019-07-07 13:00:00","Moto","89.298","164.06","6"
"578170","2019-07-07 13:00:00","Moto","33.456","89.61","7"
"578180","2019-07-07 13:00:00","Moto","68.740","156.65","8"
"578190","2019-07-07 13:00:00","Moto","53.958","126.94","6"
"578200","2019-07-07 13:00:00","Moto","43.991","118.65","8"
"578210","2019-07-07 15:45:00","Moto","62.740","143.65","2"
"578220","2019-07-07 15:45:00","Moto","112.651","220.2","9"
"578230","2019-07-07 08:00:00","Particular","28.500","289.15","39"
"578240","2019-07-07 15:45:00","Moto","33.513","119.68","9"
"578250","2019-07-07 15:45:00","Moto","64.380","160.84","10"
"578260","2019-07-07 15:45:00","Moto","81.768","175.02","9"
"578270","2019-07-07 15:45:00","Moto","82.010","160.35","6"
"578280","2019-07-07 15:45:00","Moto","51.775","117.03","6"
"578290","2019-07-07 15:45:00","Moto","48.569","104.76","6"
"578300","2019-07-07 15:45:00","Moto","24.847","43.13","2"
"578310","2019-07-07 08:00:00","Particular","49.890","332.15","35"
"578320","2019-07-07 15:45:00","Moto","56.803","115.74","6"
"578330","2019-07-07 15:45:00","Moto","72.869","137.16","4"
"578340","2019-07-07 15:45:00","Moto","64.695","151.26","5"
"578350","2019-07-07 15:45:00","Moto","65.785","152.71","7"
"578360","2019-07-07 15:45:00","Moto","56.301","135.07","6"
"578370","2019-07-07 15:45:00","Moto","64.980","156.64","8"
"578380","2019-07-07 15:45:00","Moto","35.581","112.44","8"
"578390","2019-07-07 15:45:00","Moto","20.930","92.91","11"
"578400","2019-07-07 15:45:00","Moto","38.320","121.09","10"
"578410","2019-07-07 15:45:00","Moto","67.864","150.49","7"
"578420","2019-07-07 15:45:00","Moto","58.266","127.69","7"
"578430","2019-07-07 15:45:00","Moto","70.566","135.67","2"
"578440","2019-07-07 15:45:00","Moto","49.251","90.67","3"
"578450","2019-07-07 10:00:00","Moto","93.079","164.11","3"
"578460","2019-07-07 15:45:00","Moto","47.018","72.69","2"
"578470","2019-07-07 15:45:00","Moto","30.601","60.8","3"
"578490","2019-07-07 15:45:00","Moto","67.624","141.74","6"
"578500","2019-07-07 15:45:00","Moto","47.331","88.11","2"
"578530","2019-07-07 13:00:00","Moto","80.690","132.59","1"
"578640","2019-07-07 10:00:00","Fiorino","43.025","143.15","7"
"578700","2019-07-07 10:00:00","Particular","41.064","210.37","18"
"578710","2019-07-07 10:00:00","Particular","42.622","230.5","23"
"578780","2019-07-07 14:00:00","Particular","88.393","349.48","12"
"578790","2019-07-07 14:00:00","Particular","69.143","331.1","28"
"578820","2019-07-07 14:00:00","Particular","83.688","266.03","5"
"578830","2019-07-07 14:00:00","Particular","74.582","245","9"
"578840","2019-07-07 14:00:00","Particular","74.691","255.95","8"
"578850","2019-07-07 14:00:00","Particular","51.654","269.45","13"
"578860","2019-07-07 14:00:00","Moto","39.925","78.23","3"
"578910","2019-07-07 14:00:00","Moto","101.184","164.91","5"
"578920","2019-07-07 14:00:00","Moto","91.980","147.64","4"
"578930","2019-07-07 14:00:00","Moto","7.916","20.55","2"
"578990","2019-07-08 14:00:00","Moto","22.151","37.53","1"
"579060","2019-07-07 17:00:00","Moto","54.417","173.56","18"
"579070","2019-07-07 17:00:00","Moto","53.566","227.34","20"
"579080","2019-07-07 17:00:00","Moto","57.881","157.17","16"
"579090","2019-07-07 17:00:00","Moto","48.368","109.49","9"
"579100","2019-07-07 17:00:00","Moto","33.796","85.06","7"
"579150","2019-07-07 15:00:00","Particular","58.443","447.08","45"
"579180","2019-07-07 16:00:00","Particular","43.521","212.13","16"
"579190","2019-07-07 16:00:00","Particular","47.394","195.43","11"
"579200","2019-07-07 16:00:00","Particular","32.936","224.72","25"
"579210","2019-07-07 16:00:00","Particular","41.637","189.53","12"
"579220","2019-07-07 16:00:00","Particular","48.657","175.85","11"
"579230","2019-07-07 17:00:00","Moto","55.995","139.66","13"
"579250","2019-07-07 17:00:00","Moto","54.563","97.75","4"
"579300","2019-07-07 08:00:00","Fiorino S.C.","24.234","369.25","204"
"579320","2019-07-07 08:00:00","Fiorino S.C.","9.697","25.78","1"
"579330","2019-07-07 08:00:00","Fiorino S.C.","9.697","25.78","1"
"579350","2019-07-08 08:00:00","Particular","102.999","486.98","17"
"579360","2019-07-08 08:00:00","Particular","80.368","404.45","18"
"579370","2019-07-08 08:00:00","Particular","78.414","441.12","22"
"579380","2019-07-08 08:00:00","Particular","84.843","436.7","23"
"579390","2019-07-08 08:00:00","Particular","97.449","451.15","18"
"579400","2019-07-08 08:00:00","Particular","63.888","331.42","15"
"579410","2019-07-08 08:00:00","Particular","60.633","445.85","23"
"579420","2019-07-08 08:00:00","Particular","64.154","495","29"
"579440","2019-07-08 08:00:00","Particular","81.075","412.1","31"
"579450","2019-07-08 08:00:00","Particular","98.030","508.42","45"
"579460","2019-07-08 10:00:00","Particular","45.208","244.87","22"
"579500","2019-07-08 08:00:00","Particular","61.578","382.17","35"
"579510","2019-07-08 08:00:00","Fiorino Sr","58.796","453.6","49"
"579520","2019-07-08 08:00:00","Particular","30.800","312","39"
"579530","2019-07-08 14:00:00","Particular","33.140","237.92","28"
"579540","2019-07-08 08:00:00","Fiorino Sr","75.090","469.27","47"
"579550","2019-07-08 08:00:00","Particular","97.558","539.12","53"
"579560","2019-07-08 08:00:00","Particular","64.709","400.38","45"
"579570","2019-07-08 08:00:00","Fiorino","129.070","721.13","68"
"579580","2019-07-08 08:00:00","Fiorino Sr","58.680","455.23","53"
"579590","2019-07-08 08:00:00","Particular","40.267","378.47","42"
"579600","2019-07-08 08:00:00","Particular","110.279","628.73","57"
"579610","2019-07-08 08:00:00","Fiorino","48.446","543.23","60"
"579620","2019-07-08 08:00:00","Particular","52.186","474.57","56"
"579630","2019-07-08 08:00:00","Particular","55.875","391.88","43"
"579640","2019-07-08 08:00:00","Particular","78.504","410.23","38"
"579650","2019-07-08 08:00:00","Particular","104.967","568.7","50"
"579660","2019-07-08 08:00:00","Particular","96.670","444.33","44"
"579670","2019-07-08 08:00:00","Particular","173.251","641.52","46"
"579680","2019-07-08 08:00:00","Particular","121.712","597.38","54"
"579690","2019-07-08 08:00:00","Fiorino","152.857","919.33","85"
"579700","2019-07-08 08:00:00","Particular","43.790","421.65","56"
"579710","2019-07-08 08:00:00","Bloqueado","72.876","532.28","24"
"579720","2019-07-08 08:00:00","Particular","68.609","569.35","69"
"579730","2019-07-08 08:00:00","Particular","65.675","416.08","43"
"579740","2019-07-08 08:00:00","Particular","52.236","327.5","38"
"579750","2019-07-08 08:00:00","Fiorino Sr","79.411","631.5","66"
"579760","2019-07-08 08:00:00","Particular","64.385","487.15","57"
"579770","2019-07-08 08:00:00","Particular","156.886","598.77","48"
"579780","2019-07-08 08:00:00","Particular","53.928","430.13","50"
"579790","2019-07-08 08:00:00","Particular","161.744","676.83","52"
"579800","2019-07-08 08:00:00","Fiorino","116.257","834.3","89"
"579810","2019-07-08 08:00:00","Moto","106.990","192.65","5"
"579820","2019-07-08 08:00:00","Fiorino S.C.","134.162","268.35","6"
"579830","2019-07-08 08:00:00","Particular","71.008","405.62","42"
"579840","2019-07-08 08:00:00","Particular","72.169","457.3","47"
"579850","2019-07-08 08:00:00","Particular","78.538","456.65","44"
"579860","2019-07-09 08:00:00","Particular","30.285","225.52","25"
"579870","2019-07-08 08:00:00","Particular","101.995","575.28","35"
"579880","2019-07-08 08:00:00","Fiorino Sr","63.830","558.17","71"
"579890","2019-07-08 08:00:00","Particular","118.001","494.13","52"
"579900","2019-07-08 08:00:00","Particular","58.495","397.67","41"
"579910","2019-07-08 08:00:00","Particular","65.819","479.13","53"
"579920","2019-07-08 08:00:00","Particular","141.255","573.52","43"
"579930","2019-07-08 08:00:00","Particular","46.017","477.37","62"
"579940","2019-07-08 08:00:00","Particular","78.191","376.57","34"
"579950","2019-07-08 08:00:00","Particular","51.394","458.7","59"
"579960","2019-07-08 08:00:00","Particular","56.534","474.78","53"
"579970","2019-07-08 08:00:00","Particular","155.509","895.53","86"
"579980","2019-07-08 08:00:00","Particular","57.599","241.97","22"
"579990","2019-07-08 08:00:00","Particular","69.027","489.57","55"
"580000","2019-07-08 08:00:00","Particular","111.187","433.83","40"
"580010","2019-07-08 08:00:00","Particular","155.307","636.23","56"
"580020","2019-07-08 08:00:00","Particular","57.162","450.55","52"
"580030","2019-07-08 08:00:00","Particular","202.663","627.9","46"
"580040","2019-07-08 08:00:00","Particular","52.687","434.85","54"
"580050","2019-07-08 08:00:00","Particular","193.881","458.75","27"
"580060","2019-07-08 08:00:00","Particular","158.127","360.62","17"
"580400","2019-07-08 08:00:00","Particular","76.356","502.75","59"
"580420","2019-07-08 09:00:00","Moto","49.197","80.6","3"
"580430","2019-07-08 08:00:00","Moto","57.484","126.65","9"
"580440","2019-07-08 13:00:00","Moto","65.330","167.11","8"
"580450","2019-07-08 13:00:00","Moto","73.485","162.98","7"
"580460","2019-07-08 13:00:00","Moto","55.601","147.88","9"
"580470","2019-07-08 13:00:00","Moto","80.372","192.16","8"
"580480","2019-07-08 13:00:00","Moto","31.777","82.37","5"
"580490","2019-07-09 13:00:00","Bloqueado","48.749","110","1"
"580500","2019-07-08 15:45:00","Moto","50.476","132.3","7"
"580510","2019-07-08 15:45:00","Moto","70.194","158.59","8"
"580520","2019-07-08 15:45:00","Moto","38.677","131.57","10"
"580530","2019-07-08 15:45:00","Moto","26.316","95.09","8"
"580540","2019-07-08 15:45:00","Moto","50.667","122.56","9"
"580550","2019-07-08 15:45:00","Moto","85.844","155.46","4"
"580560","2019-07-08 15:45:00","Moto","58.525","130.03","8"
"580570","2019-07-08 15:45:00","Moto","68.395","141.19","7"
"580580","2019-07-08 15:45:00","Moto","37.748","80.33","3"
"580590","2019-07-08 15:45:00","Moto","77.172","157.9","6"
"580600","2019-07-08 15:45:00","Moto","75.525","160.7","7"
"580610","2019-07-08 15:45:00","Moto","40.494","98.99","6"
"580620","2019-07-08 15:45:00","Moto","49.925","121.57","8"
"580630","2019-07-08 15:45:00","Moto","31.657","87.21","6"
"580640","2019-07-08 15:45:00","Moto","53.173","125.9","7"
"580650","2019-07-08 15:45:00","Moto","30.114","95.15","9"
"580660","2019-07-08 15:45:00","Moto","25.332","88.78","10"
"580670","2019-07-09 15:45:00","Moto","81.965","169.29","1"
"580680","2019-07-08 15:45:00","Moto","83.715","131.62","6"
"580690","2019-07-08 15:45:00","Moto","67.851","115.47","3"
"580700","2019-07-08 15:45:00","Moto","50.702","122.6","6"
"580710","2019-07-08 15:45:00","Moto","58.061","127.41","7"
"580720","2019-07-08 15:45:00","Moto","67.094","154.46","7"
"580730","2019-07-08 10:00:00","Moto","85.101","138.47","3"
"580750","2019-07-08 08:00:00","Particular","53.419","329.58","32"
"580780","2019-07-08 15:45:00","Moto","45.897","101.2","5"
"580800","2019-07-08 15:00:00","Moto","61.476","120.97","3"
"580810","2019-07-08 15:00:00","Moto","115.865","199.49","1"
"580830","2019-07-08 15:00:00","Moto","69.489","127.65","3"
"580940","2019-07-08 10:00:00","Particular","38.322","234.88","25"
"580950","2019-07-08 10:00:00","Moto","67.671","95.23","1"
"580980","2019-07-08 14:00:00","Particular","59.035","275.67","14"
"580990","2019-07-08 14:00:00","Particular","70.523","270.25","10"
"581000","2019-07-08 14:00:00","Particular","98.615","366.73","13"
"581010","2019-07-08 14:00:00","Particular","69.689","286.72","17"
"581020","2019-07-08 14:00:00","Particular","68.936","310.22","9"
"581040","2019-07-08 14:00:00","Moto","123.406","194.54","6"
"581050","2019-07-08 14:00:00","Moto","42.418","86.56","3"
"581070","2019-07-08 14:00:00","Moto","95.386","147.18","3"
"581190","2019-07-08 17:00:00","Moto","66.827","214.1","25"
"581200","2019-07-08 17:00:00","Moto","47.106","167.81","20"
"581210","2019-07-08 17:00:00","Moto","66.256","188.34","20"
"581220","2019-07-08 17:00:00","Moto","53.852","176.8","21"
"581230","2019-07-08 17:00:00","Moto","44.508","94.34","7"
"581240","2019-07-08 17:00:00","Moto","42.075","101.1","9"
"581250","2019-07-08 17:00:00","Moto","61.608","127.14","9"
"581260","2019-07-08 17:00:00","Moto","37.566","85.09","7"
"581270","2019-07-08 18:30:00","Fiorino S.C.","24.927","257.58","134"
"581280","2019-07-08 16:00:00","Particular","45.809","201.27","13"
"581300","2019-07-08 16:00:00","Particular","37.675","172.92","14"
"581310","2019-07-08 16:00:00","Particular","47.608","155.42","9"
"581320","2019-07-08 18:30:00","Fiorino S.C.","24.927","258.58","147"
"581340","2019-07-08 14:00:00","Particular","37.920","230.98","24"
"581350","2019-07-08 16:00:00","Moto","19.108","35.48","2"
"581390","2019-07-09 08:00:00","Particular","20.557","168.22","20"
"581420","2019-07-09 08:00:00","Particular","68.371","418.13","40"
"581430","2019-07-09 08:00:00","Particular","74.771","443.4","37"
"581440","2019-07-09 08:00:00","Próprio","69.242","230.63","5"
"581450","2019-07-09 08:00:00","Fiorino S.C.","85.103","270.45","8"
"581460","2019-07-09 08:00:00","Particular","131.056","539.3","21"
"581470","2019-07-09 08:00:00","Particular","142.135","574.08","22"
"581480","2019-07-09 08:00:00","Particular","75.131","383.05","18"
"581490","2019-07-09 08:00:00","Particular","48.436","402.48","19"
"581500","2019-07-09 08:00:00","Particular","81.494","462.25","22"
"581510","2019-07-09 08:00:00","Particular","57.335","390.13","22"
"581520","2019-07-09 08:00:00","Particular","97.838","449.92","16"
"581570","2019-07-09 08:00:00","Particular","310.049","603.38","21"
"581580","2019-07-09 08:00:00","Particular","38.869","380.83","51"
"581590","2019-07-09 08:00:00","Particular","76.290","450.32","41"
"581600","2019-07-09 08:00:00","Fiorino Sr","50.379","395.3","44"
"581610","2019-07-09 08:00:00","Particular","39.240","382.7","43"
"581620","2019-07-09 08:00:00","Particular","31.524","316.95","40"
"581630","2019-07-09 08:00:00","Particular","43.657","374.4","45"
"581640","2019-07-09 08:00:00","Particular","56.834","349.52","40"
"581650","2019-07-09 08:00:00","Particular","37.379","331","35"
"581660","2019-07-09 08:00:00","Particular","101.641","600.12","57"
"581670","2019-07-09 08:00:00","Particular","82.208","398.9","36"
"581680","2019-07-09 08:00:00","Particular","39.513","340.7","39"
"581690","2019-07-09 08:00:00","Particular","59.726","493.62","61"
"581700","2019-07-09 08:00:00","Particular","90.597","482.05","45"
"581710","2019-07-09 08:00:00","Particular","42.853","419.48","47"
"581720","2019-07-09 08:00:00","Fiorino","69.788","376.85","37"
"581730","2019-07-09 08:00:00","Particular","49.547","308.62","31"
"581740","2019-07-09 08:00:00","Particular","39.031","319.2","37"
"581750","2019-07-09 08:00:00","Particular","60.541","417.45","46"
"581760","2019-07-09 08:00:00","Particular","57.798","408.4","51"
"581770","2019-07-09 08:00:00","Particular","105.767","439.95","38"
"581780","2019-07-09 08:00:00","Particular","57.713","459.63","49"
"581790","2019-07-09 08:00:00","Particular","126.067","599.52","58"
"581800","2019-07-09 08:00:00","Particular","105.305","522.88","39"
"581810","2019-07-09 08:00:00","Fiorino","122.754","534.5","42"
"581820","2019-07-09 08:00:00","Particular","45.200","300.53","34"
